1,¸¶·ÂÀÇ º°,0
500,Choco Gangjeong,0
501,Poção Vermelha,0
502,Poção Laranja,0
503,Poção Amarela,0
504,Poção Branca,0
505,Poção Azul,0
506,Poção Verde,0
507,Erva Vermelha,0
508,Erva Amarela,0
509,Erva Branca,0
510,Erva Azul,0
511,Erva Verde,0
512,Maçã,0
513,Banana,0
514,Uvas,0
515,Cenoura,0
516,Batata Doce,0
517,Carne,0
518,Mel,0
519,Leite,0
520,Folha de Hinalle,0
521,Folha de Aloe,0
522,Mastela,0
523,Água Benta,0
525,Panacéia,0
526,Geléia Real,0
528,Ração para Monstros,0
529,Bala,0
530,Bengala Doce,0
531,Suco de Maçã,0
532,Suco de Banana,0
533,Suco de Uva,0
534,Suco de Cenoura,0
535,Abóbora,0
536,Sorvete,0
537,Ração para Bichinho,0
538,Biscoito de Gengibre,0
539,Pedaço de Bolo,0
540,Ração para Falcão,0
541,Ração para PecoPeco,0
542,Biscoito de Festa,0
543,Bolo-Arco-Íris de Festa,0
544,Peixe Cru,0
545,Poção Vermelha Compacta,0
546,Poção Amarela Compacta,0
547,Poção Branca Compacta,0
548,Queijo,0
549,Batata Doce Assada,0
550,Bolinhos de Arroz,0
551,Sushi,0
552,Ketupat,0
553,Pão de Carne,0
554,Mochi,0
555,Bolinho de Arroz,0
556,Bolinho de Arroz no Palito,0
557,Fatia de Bolo de Arroz,0
558,Chocolate,0
559,Chocolate Caseiro,0
560,Chocolate Branco Caseiro,0
561,Chocolate Branco,0
562,Fondue Suíço,0
563,Fondue Suíço,0
564,Bolinho de Arroz,0
565,ºñÅ¸500,0
566,Sopa Tailandesa,0
567,Camarão,0
568,Limão,0
569,Poção de Aprendiz,0
570,Doce da Sorte,0
571,Bengala Doce da Sorte,0
572,Biscoito da Sorte,0
573,Chocolate Quente,0
574,Ovo,0
575,Chapéu de Bolo do 4th,0
576,Fruta Espinhosa,0
577,Sacola de Grãos,0
578,Morango,0
579,Peixe Fresco,0
580,Pão,0
581,Cogumelo Comestível,0
582,Laranja,0
583,KETUPAT SAYUR,0
584,Sopa com Bolinhos de Peixe,0
585,ºÎ¸£½ºÆ¼,0
586,¾î¸Ó´ÏÀÇ Á¶°¢ÄÉÀÌÅ©,0
587,Fruta Espinhosa Escarlate,0
588,½ºÆÄ°ÔÆ¼,0
589,ÇÇÀÚ,0
590,ºê¸®Á©,0
591,Panqueca de Caviar,0
592,Panqueca de Geléia,0
593,Panqueca com Mel,0
594,Panqueca Azeda,0
595,Panqueca de Cogumelos,0
596,Chocolate dos Apaixonados,0
597,Torta de Chocolate Cremosa,0
598,°¡º­¿î »¡°£Æ÷¼Ç,0
599,°¡º­¿î ÁÖÈ«Æ÷¼Ç,0
601,Asa de Mosca,0
602,Asa de Borboleta,0
603,Velha Caixa Azul,0
604,Galho Seco,0
605,Analgésico,0
606,Aloe Vera,0
607,Fruto de Yggdrasil,0
608,Semente de Yggdrasil,0
609,Amuleto,0
610,Folha de Yggdrasil,0
611,Lupa,0
612,Mini-Fornalha,0
613,Martelo de Ferro,0
614,Martelo de Ouro,0
615,Martelo de Oridecon,0
616,Velho Álbum de Cartas,0
617,Velha Caixa Roxa,0
618,Pergaminho Desgastado,0
619,Maçã Verde,0
620,Suco de Laranja,0
621,Erva Amarga,0
622,Cenoura Arco-Íris,0
623,Minhoca Boa-Pinta,0
624,Peixe Podre,0
625,Ferro Enferrujado,0
626,Suco de Monstro,0
627,Leite Doce,0
628,Osso Seco,0
629,Flor Cantante,0
630,Musgo Encharcado,0
631,Erva Letal,0
632,Minhoca Gorducha,0
633,Batata Assada,0
634,Banana Tropical,0
635,Horror da Tribo,0
636,Sem Destinatário,0
637,Vassoura Velha,0
638,Faca de Prata da Castidade,0
639,Bracelete da Obediência,0
640,Pedra Brilhante,0
641,Contratos das Sombras,0
642,Livro do Diabo,0
643,Incubadora,0
644,Caixa de Presente,0
645,Poção da Concentração,0
656,Poção do Despertar,0
657,Poção da Fúria Selvagem,0
658,União da Tribo,0
659,Coração Apaixonado,0
660,Vela do Marquês de Sade,0
661,Avental Elegante,0
662,Emblema Oficial,0
663,Ovos de Chocolate Branco,0
664,Caixa de Presente 1,0
665,Caixa de Presente 2,0
666,Caixa de Presente 3,0
667,Caixa de Presente 4,0
668,Envelope Vermelho,0
669,Sopa de Arroz,0
670,Sacola de Moedas de Ouro,0
671,Moeda de Ouro,0
672,Sacola de Moedas de Bronze,0
673,Moeda de Bronze,0
674,Moeda de Mythril,0
675,Moeda de Prata,0
676,Sacola de Moedas de Prata,0
677,Moeda de Platina,0
678,Garrafa de Veneno,0
679,Pílula Dourada,0
680,¸¶·ÂÀÇ Ä«³×ÀÌ¼Ç,0
681,Álbum de Fotos de Casamento,0
682,Bebida de Realgar,0
683,Erva de Exorcismo,0
684,Jaca,0
685,Ramadan,0
686,Coluna de Pedra Nível 3,0
687,Coluna de Pedra Nível 5,0
688,Lanças de Gelo Nível 3,0
689,Lanças de Gelo Nível 5,0
690,Lanças de Fogo Nível 3,0
691,Lanças de Fogo Nível 5,0
692,Relâmpago Nível 3,0
693,Relâmpago Nível 5,0
694,Espíritos Anciões Nível 3,0
695,Espíritos Anciões Nível 5,0
696,Bolas de Fogo Nível 1,0
697,Bolas de Fogo Nível 5,0
698,Barreira de Fogo Nível 1,0
699,Barreira de Fogo Nível 5,0
700,Rajada Congelante Nível 1,0
701,Armadilha para Insetos,0
702,Sangue de Animal,0
703,Hinalle,0
704,Aloés,0
705,Trevo,0
706,Trevo de Quatro Folhas,0
707,Planta da Melodia,0
708,Menta,0
709,Izidor,0
710,Flor das Ilusões,0
711,Broto,0
712,Flor,0
713,Garrafa Vazia,0
714,Emperium,0
715,Gema Amarela,0
716,Gema Vermelha,0
717,Gema Azul,0
718,Granada,0
719,Ametista,0
720,Aquamarina,0
721,Esmeralda,0
722,Pérola,0
723,Rubi,0
724,Rubi Amaldiçoado,0
725,Peridoto,0
726,Safira,0
727,Opala,0
728,Topázio,0
729,Zircônio,0
730,Diamante de 1 quilate,0
731,Diamante de 2 quilates,0
732,Diamante de 3 quilates,0
733,Diamante Rachado,0
734,Moldura Vermelha,0
735,Chung Jah,0
736,Prato de Porcelana,0
737,Concha Preta,0
738,Estojo de Lápis,0
739,Batom,0
740,Boneco de Pelúcia,0
741,Boneco de Poring,0
742,Boneco de Chonchon,0
743,Boneco de Esporo,0
744,Buquê,0
745,Buquê de Casamento,0
746,Bolinha de Gude,0
747,Espelho de Cristal,0
748,Rosa Eterna,0
749,Rosa de Gelo,0
750,Boneco de Bafomé,0
751,Boneco de Osíris,0
752,Boneco de Rocker,0
753,Boneco de Yoyo,0
754,Boneco de Fumacento,0
756,Minério de Oridecon,0
757,Minério de Elunium,0
764,(null),1
766,Silky Fur Bundle,0
901,Trança,0
902,Raiz de Árvore,0
903,Língua de Réptil,0
904,Cauda de Escorpião,0
905,Caule,0
906,Escama Afiada,0
907,Resina,0
908,Ova de Sapo,0
909,Jellopy,0
910,Garleta,0
911,Scell,0
912,Zargônio,0
913,Dente de Morcego,0
914,Felpa,0
915,Crisálida,0
916,Plumas de Ave,0
917,Garra de Ave,0
918,Pata Pegajosa,0
919,Couro de Animal,0
920,Garra de Lobo,0
921,Esporo de Cogumelo,0
922,Presa de Orc,0
923,Chifre Diabólico,0
924,Pó de Borboleta,0
925,Bico de Ave,0
926,Escamas de Cobra,0
928,Antenas de Inseto,0
929,Coração Imortal,0
930,Bandagem Estragada,0
931,Amuleto dos Orcs,0
932,Osso,0
934,Espólio,0
935,Casca,0
936,Casca Escamada,0
937,Canino Venenoso,0
938,Muco Pegajoso,0
939,Ferrão de Abelha,0
940,Perna de Gafanhoto,0
941,Argola,0
942,Cauda de Yoyo,0
943,Casca Rija,0
944,Ferradura,0
945,Folha de Fumacento,0
946,Casco de Caramujo,0
947,Chifre,0
948,Pata de Urso,0
949,Pluma,0
950,Coração de Sereia,0
951,Nadadeira,0
952,Espinho de Cacto,0
953,Coração de Pedra,0
954,Escama Brilhante,0
955,Pele de Verme,0
956,Guelra,0
957,Unha Apodrecida,0
958,Mandíbula Horrenda,0
959,Escama Fétida,0
960,Garra de Crustáceo,0
961,Concha,0
962,Tentáculo,0
963,Escama Aquática,0
964,Casco de Caranguejo,0
965,Casco de Ostra,0
966,Carne de Ostra,0
967,Casco de Tartaruga,0
968,Insígnia do Herói,0
969,Ouro,0
970,Álcool,0
971,Detrimindexta,0
972,Karvodailnirol,0
973,Antígeno,0
974,Mistura,0
975,Tintura Vermelha,0
976,Tintura Amarela,0
978,Tintura Azul,0
979,Tintura Verde,0
980,Tintura Laranja,0
981,Tintura Violeta,0
982,Tintura Branca,0
983,Tintura Preta,0
984,Oridecon,0
985,Elunium,0
986,Bigorna,0
987,Bigorna de Oridecon,0
988,Bigorna de Ouro,0
989,Bigorna de Emperium,0
990,Sangue Escarlate,0
991,Cristal Azul,0
992,Frescor do Vento,0
993,Vida Verdejante,0
994,Coração Flamejante,0
995,Gelo Místico,0
996,Vento Bruto,0
997,Natureza Grandiosa,0
998,Ferro,0
999,Aço,0
1000,Fragmento Estelar,0
1001,Poeira Estelar,0
1002,Minério de Ferro,0
1003,Carvão,0
1004,Insígnia da Cavalaria,0
1005,Martelo de Ferreiro,0
1006,Grimório Antigo,0
1007,Colar da Sabedoria,0
1008,Colar do Oblívio,0
1009,Mão Divina,0
1010,Fracon,0
1011,Emveretarcon,0
1012,Brasão,0
1013,Casco Arco-Íris,0
1014,Mandíbula de Formiga,0
1015,Língua,0
1016,Cauda de Rato,0
1017,Bigodes de Toupeira,0
1018,Garras de Toupeira,0
1019,Tronco,0
1020,Cabelos Morenos,0
1021,Chifre de Dokebi,0
1022,Nove-Caudas,0
1023,Cauda de Peixe,0
1024,Tinta de Polvo,0
1025,Teia de Aranha,0
1026,Avelã ,0
1027,Espinho de Porco-Espinho,0
1028,Crina,0
1029,Pele de Tigre,0
1030,Pata de Tigre,0
1031,Foice de Louva-a-Deus,0
1032,Flor de Planta Carnívora,0
1033,Raiz de Planta Carnívora,0
1034,Cabelo Azul,0
1035,Canino de Dragão,0
1036,Escama de Dragão,0
1037,Cauda de Dragão,0
1038,Pequeno Chifre Maligno,0
1039,Pequena Asa Maligna,0
1040,Bigode de Anão Ancião,0
1041,Lampião,0
1042,Pata de Inseto,0
1043,Garra de Orc,0
1044,Presa de Zenorc,0
1045,Máscara Ritualística,0
1046,Garra de Escorpião,0
1047,Cabeça de Medusa,0
1048,Cabelo Horrendo,0
1049,Saia Virginal,0
1050,Tendões,0
1051,Neurônio,0
1052,Célula Única,0
1053,Dente Fossilizado,0
1054,Lábios Fossilizados,0
1055,Pele de Minhoca,0
1056,Torrão de Areia,0
1057,Pó de Traça,0
1058,Asas de Traça,0
1059,Tecido,0
1060,Cabelos Dourados,0
1061,Areia Estelar de Bruxa,0
1062,Zé-Lanterna,0
1063,Presa,0
1064,Rédeas,0
1065,Armadilha,0
1066,Tronco de Alta Qualidade,0
1067,Tronco Sólido,0
1068,Tronco Estéril,0
1069,Cogumelo Venenoso,0
1070,Cogumelo Borrachento,0
1071,Tubo de Ensaio com Líquido Desconhecido,0
1072,Mensagem,0
1073,Recibo de Entrega,0
1074,Recibo de Entrega,0
1075,Recibo de Entrega,0
1076,Recibo de Entrega,0
1077,Recibo de Entrega,0
1078,Recibo de Entrega,0
